name,url,create_time,spider_time,title,time,release_date,intro,genres,directors,writers,stars,actors
Robocop 3 (1993),https://www.imdb.com/title/tt0107978/?ref_=fn_al_tt_1,2023-03-13 17:07:42.077436,2023-03-14 07:32:33.065259,RoboCop 3,1 hour 44 minutes,"November 5, 1993 ",,Action|Crime|Sci-Fi,Fred Dekker,Edward Neumeier|Michael Miner|Frank Miller|Edward Neumeier|Michael Miner|Frank Miller|Edward Neumeier|Michael Miner|Frank Miller|Edward Neumeier|Michael Miner|Frank Miller|Edward Neumeier|Michael Miner|Frank Miller|Edward Neumeier|Michael Miner|Frank Miller,,Robert John Burke|Nancy Allen|Mario Machado|Robert John Burke|Nancy Allen|Mario Machado|Robert John Burke|Nancy Allen|Mario Machado|Robert John Burke|Nancy Allen|Mario Machado
"Velocity of Gary, The (1998)",https://www.imdb.com/title/tt0120878/?ref_=fn_al_tt_1,2023-03-13 17:12:23.758213,2023-03-14 07:21:24.197391,The Velocity of Gary,1 hour 40 minutes,"April 30, 1999 ",,Comedy|Drama|Romance,Dan Ireland,James Still|James Still|James Still,,Vincent D'Onofrio|Salma Hayek|Thomas Jane|Vincent D'Onofrio|Salma Hayek|Thomas Jane|Vincent D'Onofrio|Salma Hayek|Thomas Jane|Vincent D'Onofrio|Salma Hayek|Thomas Jane|Cineville|Columbia TriStar Home Video|Dan Lupovitz Productions
Trick (1999),https://www.imdb.com/title/tt0162710/?ref_=fn_al_tt_1,2023-03-13 17:12:26.022501,2023-03-14 07:21:31.096942,Trick,1 hour 29 minutes,"July 23, 1999 ",,Comedy|Music|Romance,Jim Fall,Jason Schafer|Jason Schafer|Jason Schafer,,Christian Campbell|John Paul Pitoc|Tori Spelling|Christian Campbell|John Paul Pitoc|Tori Spelling|Christian Campbell|John Paul Pitoc|Tori Spelling|Christian Campbell|John Paul Pitoc|Tori Spelling
"400 Blows, The (Les Quatre cents coups) (1959)",https://www.imdb.com/title/tt0053198/?ref_=fn_al_tt_1,2023-03-13 17:12:28.411586,2023-03-14 07:21:37.836470,The 400 Blows,1 hour 39 minutes,"November 16, 1959 ",,Crime|Drama,François Truffaut,François Truffaut|Marcel Moussy|François Truffaut|Marcel Moussy|François Truffaut|Marcel Moussy|François Truffaut|Marcel Moussy|François Truffaut|Marcel Moussy|François Truffaut|Marcel Moussy,,Jean-Pierre Léaud|Albert Rémy|Claire Maurier|Jean-Pierre Léaud|Albert Rémy|Claire Maurier|Jean-Pierre Léaud|Albert Rémy|Claire Maurier|Jean-Pierre Léaud|Albert Rémy|Claire Maurier
Jules and Jim (Jules et Jim) (1961),https://www.imdb.com/title/tt0055032/?ref_=fn_al_tt_1,2023-03-13 17:12:30.737003,2023-03-14 07:21:44.716761,Jules and Jim,1 hour 45 minutes,"January 23, 1962 ",,Drama|Romance,François Truffaut,Henri-Pierre Roché|François Truffaut|Jean Gruault|Henri-Pierre Roché|François Truffaut|Jean Gruault|Henri-Pierre Roché|François Truffaut|Jean Gruault|Henri-Pierre Roché|François Truffaut|Jean Gruault|Henri-Pierre Roché|François Truffaut|Jean Gruault|Henri-Pierre Roché|François Truffaut|Jean Gruault,,Jeanne Moreau|Oskar Werner|Henri Serre|Jeanne Moreau|Oskar Werner|Henri Serre|Jeanne Moreau|Oskar Werner|Henri Serre|Jeanne Moreau|Oskar Werner|Henri Serre
"Kindred, The (1986)",https://www.imdb.com/title/tt0090830/?ref_=fn_al_tt_1,2023-03-13 17:12:33.063195,2023-03-14 07:21:51.266002,Children of a Lesser God,1 hour 59 minutes,"October 31, 1986 ",,Drama|Romance,Randa Haines,Mark Medoff|Hesper Anderson|James Carrington|Mark Medoff|Hesper Anderson|James Carrington|Mark Medoff|Hesper Anderson|James Carrington|Mark Medoff|Hesper Anderson|James Carrington|Mark Medoff|Hesper Anderson|James Carrington|Mark Medoff|Hesper Anderson|James Carrington,,William Hurt|Marlee Matlin|Piper Laurie|William Hurt|Marlee Matlin|Piper Laurie|William Hurt|Marlee Matlin|Piper Laurie|William Hurt|Marlee Matlin|Piper Laurie
Ménage (Tenue de soirée) (1986),https://www.imdb.com/title/tt0092068/?ref_=fn_al_tt_1,2023-03-13 17:12:35.369442,2023-03-14 07:21:57.300265,Ménage,1 hour 24 minutes,"October 1, 1986 ",,Comedy|Crime|Drama,Bertrand Blier,Bertrand Blier|Bertrand Blier|Bertrand Blier,,Gérard Depardieu|Michel Blanc|Miou-Miou|Gérard Depardieu|Michel Blanc|Miou-Miou|Gérard Depardieu|Michel Blanc|Miou-Miou|Gérard Depardieu|Michel Blanc|Miou-Miou
Allan Quartermain and the Lost City of Gold (1987),https://www.imdb.com/title/tt0092534/?ref_=fn_al_tt_1,2023-03-13 17:12:37.742683,2023-03-14 07:22:04.026673,Allan Quatermain and the Lost City of Gold,1 hour 39 minutes,"January 30, 1987 ",,Action|Adventure|Comedy,Gary Nelson,H. Rider Haggard|Gene Quintano|Lee Reynolds|H. Rider Haggard|Gene Quintano|Lee Reynolds|H. Rider Haggard|Gene Quintano|Lee Reynolds|H. Rider Haggard|Gene Quintano|Lee Reynolds|H. Rider Haggard|Gene Quintano|Lee Reynolds|H. Rider Haggard|Gene Quintano|Lee Reynolds,,Richard Chamberlain|Sharon Stone|James Earl Jones|Richard Chamberlain|Sharon Stone|James Earl Jones|Richard Chamberlain|Sharon Stone|James Earl Jones|Richard Chamberlain|Sharon Stone|James Earl Jones
"Bedroom Window, The (1987)",https://www.imdb.com/title/tt0092627/?ref_=fn_al_tt_1,2023-03-13 17:01:40.274846,2023-03-14 07:22:10.722878,The Bedroom Window,1 hour 52 minutes,"January 16, 1987 ",,Crime|Mystery|Thriller,Curtis Hanson,Anne Holden|Curtis Hanson|Anne Holden|Curtis Hanson|Anne Holden|Curtis Hanson|Anne Holden|Curtis Hanson|Anne Holden|Curtis Hanson|Anne Holden|Curtis Hanson,,Steve Guttenberg|Elizabeth McGovern|Isabelle Huppert|Steve Guttenberg|Elizabeth McGovern|Isabelle Huppert|Steve Guttenberg|Elizabeth McGovern|Isabelle Huppert|Steve Guttenberg|Elizabeth McGovern|Isabelle Huppert
Deadtime Stories (1987),https://www.imdb.com/title/tt0092850/?ref_=fn_al_tt_1,2023-03-13 17:01:42.540030,2023-03-14 07:22:17.335174,Deadtime Stories,1 hour 33 minutes,"November 28, 1986 ",,Comedy|Horror,Jeffrey Delman,Jeffrey Delman|J. Edward Kiernan|Charles F. Shelton|Jeffrey Delman|J. Edward Kiernan|Charles F. Shelton|Jeffrey Delman|J. Edward Kiernan|Charles F. Shelton|Jeffrey Delman|J. Edward Kiernan|Charles F. Shelton|Jeffrey Delman|J. Edward Kiernan|Charles F. Shelton|Jeffrey Delman|J. Edward Kiernan|Charles F. Shelton,,Scott Valentine|Nicole Picard|Matt Mitler|Scott Valentine|Nicole Picard|Matt Mitler|Scott Valentine|Nicole Picard|Matt Mitler|Scott Valentine|Nicole Picard|Matt Mitler
Light of Day (1987),https://www.imdb.com/title/tt0093415/?ref_=fn_al_tt_1,2023-03-13 17:01:44.720024,2023-03-14 07:22:24.174183,Light of Day,1 hour 47 minutes,"February 6, 1987 ",,Drama|Music,Paul Schrader,Paul Schrader|Paul Schrader|Paul Schrader,,Michael J. Fox|Gena Rowlands|Joan Jett|Michael J. Fox|Gena Rowlands|Joan Jett|Michael J. Fox|Gena Rowlands|Joan Jett|Michael J. Fox|Gena Rowlands|Joan Jett
Wanted: Dead or Alive (1987),https://www.imdb.com/title/tt4649524/?ref_=fn_al_tt_1,2023-03-13 17:01:46.928443,2023-03-14 07:22:30.240486,Bon Jovi: Wanted Dead or Alive,4 minutes,1987 ,,Music,Wayne Isham,,,Bon Jovi|Jon Bon Jovi|Richie Sambora|Bon Jovi|Jon Bon Jovi|Richie Sambora|Bon Jovi|Jon Bon Jovi|Richie Sambora|Bon Jovi|Jon Bon Jovi|Richie Sambora
Plenty (1985),https://www.imdb.com/title/tt0089816/?ref_=fn_al_tt_1,2023-03-13 17:01:49.102689,2023-03-14 07:22:36.986665,Plenty,2 hours 1 minute,"September 20, 1985 ",,Drama,Fred Schepisi,David Hare|David Hare|David Hare,,Meryl Streep|Sam Neill|André Maranne|Meryl Streep|Sam Neill|André Maranne|Meryl Streep|Sam Neill|André Maranne|Meryl Streep|Sam Neill|André Maranne
"Gambler, The (A Játékos) (1997)",https://www.imdb.com/title/tt0054909/?ref_=fn_al_tt_1,2023-03-13 17:01:51.349074,2023-03-14 07:22:43.478361,The Gambler Wore a Gun,1 hour 6 minutes,"May 5, 1961 ",,Western,Edward L. Cahn,Orville H. Hampton|L.L. Foreman|Orville H. Hampton|L.L. Foreman|Orville H. Hampton|L.L. Foreman|Orville H. Hampton|L.L. Foreman|Orville H. Hampton|L.L. Foreman|Orville H. Hampton|L.L. Foreman,,Jim Davis|Merry Anders|Mark Allen|Jim Davis|Merry Anders|Mark Allen|Jim Davis|Merry Anders|Mark Allen|Jim Davis|Merry Anders|Mark Allen
Illuminata (1998),https://www.imdb.com/title/tt0120709/?ref_=fn_al_tt_1,2023-03-13 17:01:53.516474,2023-03-14 07:22:50.678478,Illuminata,1 hour 59 minutes,"May 1, 1999 ",,Drama|Romance,John Turturro,Brandon Cole|John Turturro|Brandon Cole|John Turturro|Brandon Cole|John Turturro|Brandon Cole|John Turturro|Brandon Cole|John Turturro|Brandon Cole|John Turturro,,Leo Bassi|Henri Béhar|Maurizio Benazzo|Leo Bassi|Henri Béhar|Maurizio Benazzo|Leo Bassi|Henri Béhar|Maurizio Benazzo|Leo Bassi|Henri Béhar|Maurizio Benazzo
Stiff Upper Lips (1998),https://www.imdb.com/title/tt13945996/?ref_=fn_al_tt_1,2023-03-13 17:01:55.713988,2023-03-14 07:22:56.418780,Stiff Upper Lips (1998),,,,Talk-Show,,,,
"Yards, The (1999)",https://www.imdb.com/title/tt0048315/?ref_=fn_al_tt_1,2023-03-13 17:01:57.884180,2023-03-14 07:23:03.088328,Tears for Simon,1 hour 29 minutes,"January 4, 1957 ",,Crime|Mystery|Thriller,Guy Green,Janet Green|Janet Green|Janet Green,,David Farrar|David Knight|Julia Arnall|David Farrar|David Knight|Julia Arnall|David Farrar|David Knight|Julia Arnall|David Farrar|David Knight|Julia Arnall
Alice and Martin (Alice et Martin) (1998),https://www.imdb.com/title/tt0176422/?ref_=fn_al_tt_1,2023-03-13 17:02:00.120471,2023-03-14 07:23:10.212438,Alice and Martin,2 hours 4 minutes,"November 4, 1998 ",,Drama|Romance,André Téchiné,Olivier Assayas|Gilles Taurand|André Téchiné|Olivier Assayas|Gilles Taurand|André Téchiné|Olivier Assayas|Gilles Taurand|André Téchiné|Olivier Assayas|Gilles Taurand|André Téchiné|Olivier Assayas|Gilles Taurand|André Téchiné|Olivier Assayas|Gilles Taurand|André Téchiné,,Juliette Binoche|Alexis Loret|Mathieu Amalric|Juliette Binoche|Alexis Loret|Mathieu Amalric|Juliette Binoche|Alexis Loret|Mathieu Amalric|Juliette Binoche|Alexis Loret|Mathieu Amalric
"Marcello Mastroianni: I Remember Yes, I Remember (1997)",https://www.imdb.com/title/tt0119614/?ref_=fn_al_tt_1,2023-03-13 17:02:02.383294,2023-03-14 07:23:17.060390,Marcello Mastroianni: I Remember,3 hours 18 minutes,"September 12, 2006 ",,Documentary|Biography,Anna Maria Tatò,Anna Maria Tatò|Anna Maria Tatò|Anna Maria Tatò,,Marcello Mastroianni|Renato Berta|Manoel de Oliveira|Marcello Mastroianni|Renato Berta|Manoel de Oliveira|Marcello Mastroianni|Renato Berta|Manoel de Oliveira|Marcello Mastroianni|Renato Berta|Manoel de Oliveira
Cobra (1925),https://www.imdb.com/title/tt0015693/?ref_=fn_al_tt_1,2023-03-13 17:02:04.536599,2023-03-14 07:23:23.547244,Cobra,1 hour 10 minutes,"November 30, 1925 ",,Drama|Romance,Joseph Henabery,Martin Brown|Anthony Coldeway|June Mathis|Martin Brown|Anthony Coldeway|June Mathis|Martin Brown|Anthony Coldeway|June Mathis|Martin Brown|Anthony Coldeway|June Mathis|Martin Brown|Anthony Coldeway|June Mathis|Martin Brown|Anthony Coldeway|June Mathis,,Rudolph Valentino|Nita Naldi|Casson Ferguson|Rudolph Valentino|Nita Naldi|Casson Ferguson|Rudolph Valentino|Nita Naldi|Casson Ferguson|Rudolph Valentino|Nita Naldi|Casson Ferguson
Never Talk to Strangers (1995),https://www.imdb.com/title/tt0113965/?ref_=fn_al_tt_1,2023-03-13 17:02:06.779660,2023-03-14 07:23:30.463950,Never Talk to Strangers,1 hour 26 minutes,"October 20, 1995 ",,Crime|Drama|Romance,Peter Hall,Lewis A. Green|Jordan Rush|Lewis A. Green|Jordan Rush|Lewis A. Green|Jordan Rush|Lewis A. Green|Jordan Rush|Lewis A. Green|Jordan Rush|Lewis A. Green|Jordan Rush,,Rebecca De Mornay|Antonio Banderas|Dennis Miller|Rebecca De Mornay|Antonio Banderas|Dennis Miller|Rebecca De Mornay|Antonio Banderas|Dennis Miller|Rebecca De Mornay|Antonio Banderas|Dennis Miller|TriStar Pictures|Abaton Filmhauswertung GmbH|Alliance Communications Corporation
"Raven, The (1963)",https://www.imdb.com/title/tt0057449/?ref_=fn_al_tt_1,2023-03-13 17:02:09.054493,2023-03-14 07:23:37.385234,The Raven,1 hour 26 minutes,"January 25, 1963 ",,Comedy|Fantasy|Horror,Roger Corman,Edgar Allan Poe|Richard Matheson|Edgar Allan Poe|Richard Matheson|Edgar Allan Poe|Richard Matheson|Edgar Allan Poe|Richard Matheson|Edgar Allan Poe|Richard Matheson|Edgar Allan Poe|Richard Matheson,,Vincent Price|Peter Lorre|Boris Karloff|Vincent Price|Peter Lorre|Boris Karloff|Vincent Price|Peter Lorre|Boris Karloff|Vincent Price|Peter Lorre|Boris Karloff
"Tingler, The (1959)",https://www.imdb.com/title/tt0053363/?ref_=fn_al_tt_1,2023-03-13 17:02:11.237834,2023-03-14 07:23:44.155875,The Tingler,1 hour 22 minutes,"July 29, 1959 ",,Horror,William Castle,Robb White|Robb White|Robb White,,Vincent Price|Judith Evelyn|Darryl Hickman|Vincent Price|Judith Evelyn|Darryl Hickman|Vincent Price|Judith Evelyn|Darryl Hickman|Vincent Price|Judith Evelyn|Darryl Hickman
"Tomb of Ligeia, The (1965)",https://www.imdb.com/title/tt0859163/?ref_=fn_al_tt_1,2023-03-13 17:02:13.462100,2023-03-14 07:23:50.714849,The Mummy: Tomb of the Dragon Emperor,1 hour 52 minutes,"August 1, 2008 ",,Action|Adventure|Fantasy,Rob Cohen,Alfred Gough|Miles Millar|John L. Balderston|Alfred Gough|Miles Millar|John L. Balderston|Alfred Gough|Miles Millar|John L. Balderston|Alfred Gough|Miles Millar|John L. Balderston|Alfred Gough|Miles Millar|John L. Balderston|Alfred Gough|Miles Millar|John L. Balderston,,Brendan Fraser|Jet Li|Maria Bello|Brendan Fraser|Jet Li|Maria Bello|Brendan Fraser|Jet Li|Maria Bello|Brendan Fraser|Jet Li|Maria Bello
Tales of Terror (1962),https://www.imdb.com/title/tt1682719/?ref_=fn_al_tt_1,2023-03-13 17:02:15.654443,2023-03-14 07:23:56.636615,Tales of Terror (1962),2 hours,"January 2, 1982 ",,Comedy|Drama|Fantasy,,,,Rich Koz|Rich Koz
"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",https://www.imdb.com/title/tt0082377/?ref_=fn_al_tt_1,2023-03-13 17:02:17.935423,2023-03-14 07:24:03.556051,The Final Conflict,1 hour 48 minutes,"March 20, 1981 ",,Horror,Graham Baker,Andrew Birkin|David Seltzer|Andrew Birkin|David Seltzer|Andrew Birkin|David Seltzer|Andrew Birkin|David Seltzer|Andrew Birkin|David Seltzer|Andrew Birkin|David Seltzer,,Sam Neill|Rossano Brazzi|Don Gordon|Sam Neill|Rossano Brazzi|Don Gordon|Sam Neill|Rossano Brazzi|Don Gordon|Sam Neill|Rossano Brazzi|Don Gordon
European Vacation (1985),https://www.imdb.com/title/tt0089670/?ref_=fn_al_tt_1,2023-03-13 17:02:20.126550,2023-03-14 07:24:10.814196,National Lampoon's European Vacation,1 hour 35 minutes,"July 26, 1985 ",,Adventure|Comedy,Amy Heckerling,John Hughes|Robert Klane|John Hughes|Robert Klane|John Hughes|Robert Klane|John Hughes|Robert Klane|John Hughes|Robert Klane|John Hughes|Robert Klane,,Chevy Chase|Beverly D'Angelo|Dana Hill|Chevy Chase|Beverly D'Angelo|Dana Hill|Chevy Chase|Beverly D'Angelo|Dana Hill|Chevy Chase|Beverly D'Angelo|Dana Hill
Vacation (1983),https://www.imdb.com/title/tt0085995/?ref_=fn_al_tt_1,2023-03-13 17:02:22.318859,2023-03-14 07:24:17.804011,National Lampoon's Vacation,1 hour 38 minutes,"July 29, 1983 ",,Adventure|Comedy,Harold Ramis,John Hughes|John Hughes|John Hughes,,Chevy Chase|Beverly D'Angelo|Imogene Coca|Chevy Chase|Beverly D'Angelo|Imogene Coca|Chevy Chase|Beverly D'Angelo|Imogene Coca|Chevy Chase|Beverly D'Angelo|Imogene Coca
Little Nemo: Adventures in Slumberland (1992),https://www.imdb.com/title/tt0104740/?ref_=fn_al_tt_1,2023-03-13 17:02:24.603115,2023-03-14 07:24:24.872857,Little Nemo: Adventures in Slumberland,1 hour 25 minutes,"August 21, 1992 ",,Animation|Adventure|Comedy,Masami Hata|William T. Hurtz,Chris Columbus|Richard Outten|Jean 'Moebius' Giraud|Chris Columbus|Richard Outten|Jean 'Moebius' Giraud|Chris Columbus|Richard Outten|Jean 'Moebius' Giraud|Chris Columbus|Richard Outten|Jean 'Moebius' Giraud|Chris Columbus|Richard Outten|Jean 'Moebius' Giraud|Chris Columbus|Richard Outten|Jean 'Moebius' Giraud,,Gabriel Damon|Mickey Rooney|Rene Auberjonois|Gabriel Damon|Mickey Rooney|Rene Auberjonois|Gabriel Damon|Mickey Rooney|Rene Auberjonois|Gabriel Damon|Mickey Rooney|Rene Auberjonois
Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),https://www.imdb.com/title/tt0119843/?ref_=fn_al_tt_1,2023-03-13 17:02:26.841310,2023-03-14 07:24:31.903651,Oscar and Lucinda,2 hours 12 minutes,"December 31, 1997 ",,Drama|Romance,Gillian Armstrong,Laura Jones|Peter Carey|Laura Jones|Peter Carey|Laura Jones|Peter Carey|Laura Jones|Peter Carey|Laura Jones|Peter Carey|Laura Jones|Peter Carey,,Ralph Fiennes|Cate Blanchett|Ciarán Hinds|Ralph Fiennes|Cate Blanchett|Ciarán Hinds|Ralph Fiennes|Cate Blanchett|Ciarán Hinds|Ralph Fiennes|Cate Blanchett|Ciarán Hinds
Love Stinks (1999),https://www.imdb.com/title/tt0188863/?ref_=fn_al_tt_1,2023-03-13 17:02:29.060026,2023-03-14 07:24:38.801031,Love Stinks,1 hour 34 minutes,"September 10, 1999 ",,Comedy,Jeff Franklin,Jeff Franklin|Jeff Franklin|Jeff Franklin,,French Stewart|Bridgette Wilson-Sampras|Bill Bellamy|French Stewart|Bridgette Wilson-Sampras|Bill Bellamy|French Stewart|Bridgette Wilson-Sampras|Bill Bellamy|French Stewart|Bridgette Wilson-Sampras|Bill Bellamy
Perfect Blue (1997),https://www.imdb.com/title/tt0156887/?ref_=fn_al_tt_1,2023-03-13 17:02:31.233945,2023-03-14 07:24:45.166115,Perfect Blue,1 hour 21 minutes,"February 28, 1998 ",,Animation|Crime|Drama,Satoshi Kon,Sadayuki Murai|Yoshikazu Takeuchi|Rika Takahashi|Sadayuki Murai|Yoshikazu Takeuchi|Rika Takahashi|Sadayuki Murai|Yoshikazu Takeuchi|Rika Takahashi|Sadayuki Murai|Yoshikazu Takeuchi|Rika Takahashi|Sadayuki Murai|Yoshikazu Takeuchi|Rika Takahashi|Sadayuki Murai|Yoshikazu Takeuchi|Rika Takahashi,,Junko Iwao|Rica Matsumoto|Shinpachi Tsuji|Junko Iwao|Rica Matsumoto|Shinpachi Tsuji|Junko Iwao|Rica Matsumoto|Shinpachi Tsuji|Junko Iwao|Rica Matsumoto|Shinpachi Tsuji
With Friends Like These... (1998),https://www.imdb.com/title/tt0119692/?ref_=fn_al_tt_1,2023-03-13 17:02:33.464475,2023-03-14 07:24:51.853512,With Friends Like These,1 hour 45 minutes,"September 10, 1998 ",,Comedy,Philip Frank Messina,Philip Frank Messina|Philip Frank Messina|Philip Frank Messina,,Robert Costanzo|David Strathairn|Adam Arkin|Robert Costanzo|David Strathairn|Adam Arkin|Robert Costanzo|David Strathairn|Adam Arkin|Robert Costanzo|David Strathairn|Adam Arkin
"Source, The (1999)",https://www.imdb.com/title/tt0790593/?ref_=fn_al_tt_1,2023-03-13 17:02:35.648772,2023-03-14 07:24:57.740337,The 1999 Source Hip-Hop Music Awards,,"August 20, 1999 ",,Music,,Mark Angotti|Lewis Friedman|P. Frank Williams|Mark Angotti|Lewis Friedman|P. Frank Williams|Mark Angotti|Lewis Friedman|P. Frank Williams|Mark Angotti|Lewis Friedman|P. Frank Williams|Mark Angotti|Lewis Friedman|P. Frank Williams|Mark Angotti|Lewis Friedman|P. Frank Williams,,André 3000|B.G.|Afrika Bambaataa|André 3000|B.G.|Afrika Bambaataa|André 3000|B.G.|Afrika Bambaataa|André 3000|B.G.|Afrika Bambaataa
"Bat, The (1959)",https://www.imdb.com/title/tt0052602/?ref_=fn_al_tt_1,2023-03-13 17:02:37.799675,2023-03-14 07:25:04.993934,The Bat,1 hour 20 minutes,"August 9, 1959 ",,Horror|Mystery|Thriller,Crane Wilbur,Crane Wilbur|Mary Roberts Rinehart|Avery Hopwood|Crane Wilbur|Mary Roberts Rinehart|Avery Hopwood|Crane Wilbur|Mary Roberts Rinehart|Avery Hopwood|Crane Wilbur|Mary Roberts Rinehart|Avery Hopwood|Crane Wilbur|Mary Roberts Rinehart|Avery Hopwood|Crane Wilbur|Mary Roberts Rinehart|Avery Hopwood,,Vincent Price|Agnes Moorehead|Gavin Gordon|Vincent Price|Agnes Moorehead|Gavin Gordon|Vincent Price|Agnes Moorehead|Gavin Gordon|Vincent Price|Agnes Moorehead|Gavin Gordon
Male and Female (1919),https://www.imdb.com/title/tt0010418/?ref_=fn_al_tt_1,2023-03-13 17:02:39.978631,2023-03-14 07:25:11.820567,Male and Female,1 hour 56 minutes,"November 23, 1919 ",,Adventure|Drama,Cecil B. DeMille,Jeanie Macpherson|J.M. Barrie|Jeanie Macpherson|J.M. Barrie|Jeanie Macpherson|J.M. Barrie|Jeanie Macpherson|J.M. Barrie|Jeanie Macpherson|J.M. Barrie|Jeanie Macpherson|J.M. Barrie,,Thomas Meighan|Theodore Roberts|Raymond Hatton|Thomas Meighan|Theodore Roberts|Raymond Hatton|Thomas Meighan|Theodore Roberts|Raymond Hatton|Thomas Meighan|Theodore Roberts|Raymond Hatton
"Spiders, The (Die Spinnen, 1. Teil: Der Goldene See) (1919)",https://www.imdb.com/title/tt0010726/?ref_=fn_al_tt_1,2023-03-13 17:02:42.216814,2023-03-14 07:25:18.620646,The Spiders - Episode 1: The Golden Sea,2 hours 10 minutes,"November 8, 1979 ",,Adventure|Western,Fritz Lang,Fritz Lang|Fritz Lang|Fritz Lang,,Carl de Vogt|Lil Dagover|Ressel Orla|Carl de Vogt|Lil Dagover|Ressel Orla|Carl de Vogt|Lil Dagover|Ressel Orla|Carl de Vogt|Lil Dagover|Ressel Orla
Rosie (1998),https://www.imdb.com/title/tt0163185/?ref_=fn_al_tt_1,2023-03-13 17:02:44.416107,2023-03-14 07:25:25.042904,Rosie,1 hour 37 minutes,"November 18, 1998 ",,Drama,Patrice Toye,Patrice Toye|Patrice Toye|Patrice Toye,,Aranka Coppens|Sara de Roo|Dirk Roofthooft|Aranka Coppens|Sara de Roo|Dirk Roofthooft|Aranka Coppens|Sara de Roo|Dirk Roofthooft|Aranka Coppens|Sara de Roo|Dirk Roofthooft
"Dog of Flanders, A (1999)",https://www.imdb.com/title/tt0160216/?ref_=fn_al_tt_1,2023-03-13 17:02:59.320882,2023-03-14 07:25:32.078161,A Dog of Flanders,1 hour 40 minutes,"August 27, 1999 ",,Family|Drama,Kevin Brodie,Ouida|Kevin Brodie|Robert Singer|Ouida|Kevin Brodie|Robert Singer|Ouida|Kevin Brodie|Robert Singer|Ouida|Kevin Brodie|Robert Singer|Ouida|Kevin Brodie|Robert Singer|Ouida|Kevin Brodie|Robert Singer,,Jack Warden|Jeremy James Kissner|Jesse James|Jack Warden|Jeremy James Kissner|Jesse James|Jack Warden|Jeremy James Kissner|Jesse James|Jack Warden|Jeremy James Kissner|Jesse James
"Lost Son, The (1999)",https://www.imdb.com/title/tt0144286/?ref_=fn_al_tt_1,2023-03-13 17:03:01.497028,2023-03-14 07:25:38.899627,The Lost Son,1 hour 42 minutes,"April 21, 1999 ",,Crime|Drama|Romance,Chris Menges,Eric Leclere|Margaret Leclere|Mark Mills|Eric Leclere|Margaret Leclere|Mark Mills|Eric Leclere|Margaret Leclere|Mark Mills|Eric Leclere|Margaret Leclere|Mark Mills|Eric Leclere|Margaret Leclere|Mark Mills|Eric Leclere|Margaret Leclere|Mark Mills,,Daniel Auteuil|Nastassja Kinski|Katrin Cartlidge|Daniel Auteuil|Nastassja Kinski|Katrin Cartlidge|Daniel Auteuil|Nastassja Kinski|Katrin Cartlidge|Daniel Auteuil|Nastassja Kinski|Katrin Cartlidge
Lucie Aubrac (1997),https://www.imdb.com/title/tt0119586/?ref_=fn_al_tt_1,2023-03-13 17:03:03.678590,2023-03-14 07:25:45.540013,Lucie Aubrac,1 hour 55 minutes,"February 26, 1997 ",,Biography|Drama|War,Claude Berri,Lucie Aubrac|Claude Berri|Lucie Aubrac|Claude Berri|Lucie Aubrac|Claude Berri|Lucie Aubrac|Claude Berri|Lucie Aubrac|Claude Berri|Lucie Aubrac|Claude Berri,,Carole Bouquet|Daniel Auteuil|Patrice Chéreau|Carole Bouquet|Daniel Auteuil|Patrice Chéreau|Carole Bouquet|Daniel Auteuil|Patrice Chéreau|Carole Bouquet|Daniel Auteuil|Patrice Chéreau
Bedrooms & Hallways (1998),https://www.imdb.com/title/tt0120747/?ref_=fn_al_tt_1,2023-03-13 17:03:08.114075,2023-03-14 07:25:52.396655,The Very Thought of You,1 hour 28 minutes,"May 8, 1998 ",,Comedy|Romance,Nick Hamm,Peter Morgan|Peter Morgan|Peter Morgan,,Joseph Fiennes|Monica Potter|Rufus Sewell|Joseph Fiennes|Monica Potter|Rufus Sewell|Joseph Fiennes|Monica Potter|Rufus Sewell|Joseph Fiennes|Monica Potter|Rufus Sewell
I Woke Up Early the Day I Died (1998),https://www.imdb.com/title/tt0126810/?ref_=fn_al_tt_1,2023-03-13 17:03:10.263560,2023-03-14 07:25:59.010274,Bedrooms and Hallways,1 hour 32 minutes,"April 9, 1999 ",,Comedy|Romance,Rose Troche,Robert Farrar|Robert Farrar|Robert Farrar,,Kevin McKidd|Julie Graham|Simon Callow|Kevin McKidd|Julie Graham|Simon Callow|Kevin McKidd|Julie Graham|Simon Callow|Kevin McKidd|Julie Graham|Simon Callow
West Beirut (West Beyrouth) (1998),https://www.imdb.com/title/tt0157183/?ref_=fn_al_tt_1,2023-03-13 17:03:12.474149,2023-03-14 07:26:05.745332,West Beirut,1 hour 45 minutes,"October 30, 1998 ",,Comedy|Drama|Romance,Ziad Doueiri,Ziad Doueiri|Ziad Doueiri|Ziad Doueiri,,Rami Doueiri|Naamar Sahli|Mohamad Chamas|Rami Doueiri|Naamar Sahli|Mohamad Chamas|Rami Doueiri|Naamar Sahli|Mohamad Chamas|Rami Doueiri|Naamar Sahli|Mohamad Chamas
